1 water
2 roads
3 railways
4 trees
5 vegetation
6 agricultural_areas
0 built_up
7 built_open_spaces
8 sports
9 dense_urban_fabric
10 medium_urban_fabric
11 low_urban_fabric
12 public_military_industrial
